Ticker            , Description                                                                     , Dernier        , Variation % , Variation     , Haut           , Bas            , Volume           , Évaluation , Marché
KSMETH            , Kusama / Ethereum                                                               , 0.1266716      , -2.14900987 , -0.00278197   , 0.1266716      , 0.1266716      , 7.32745752       , Neutre     , BITTREX
KSMETH            , KSM / ETH                                                                       , 0.12335        , 1.01547785  , 0.00124       , 0.12335        , 0.12309        , 8.00102995       , Neutre     , KRAKEN
KSMEUR            , KSM / EUR                                                                       , 194.25         , 0.20117611  , 0.39          , 194.25         , 194.25         , 1.79693275       , Acheter    , KRAKEN
KSMGBP            , KSM / GBP                                                                       , 161.13         , -4.57210542 , -7.72         , 161.13         , 161.13         , 0.21332662       , Vendre     , KRAKEN
KSMHT             , KSM / Huobi Token                                                               , 16.669175      , 0.05695786  , 0.009489      , 16.669175      , 16.669175      , 0.01             , Vendre     , HUOBI
KSMHUSD           , KSM / HUSD                                                                      , 239.2513       , -0.17828041 , -0.4273       , 239.4462       , 239.2513       , 0.0948           , Acheter    , HUOBI
KSMPERP           , KSM Perpetual Swap Contract                                                     , 237.464        , 0.02738006  , 0.065         , 237.464        , 237.464        , 30               , Acheter    , HUOBI
KSMTHB            , Kusama                                                                          , 7038           , -0.83119745 , -58.99        , 7099           , 7038           , 0.02160109       , Vendre     , BITKUB
KSMUSD            , KSM / USD                                                                       , 233.2          , -0.37168368 , -0.87         , 233.2          , 233.2          , 0.186            , Vendre     , KRAKEN
KSMUSD            , Kusama / US Dollar (calculated by TradingView)                                  , 239.84004      , -0.01033386 , -0.0247873    , 240.02651353   , 239.84004      , 7.98907506       , Vendre     , BITTREX
KSMUSD            , KSM / Dollar                                                                    , 233.09         , 0.03004034  , 0.07          , 233.09         , 233.09         , 0.15419751       , Vendre     , BITFINEX
KSMUSD            , KSM / US Dollar (calculated by TradingView)                                     , 233.29625      , -0.01033386 , -0.024111     , 233.7385797    , 233.29625      , 3.54595569       , Neutre     , BINANCE
KSMUSDT           , Kusama / Tether                                                                 , 233.3687       , 0.15824034  , 0.3687        , 233.3687       , 233.3687       , 99.99999785      , Acheter    , KUCOIN
KSMUSDT           , KSM / TetherUS                                                                  , 233.276        , 0.01457713  , 0.034         , 233.282        , 233.271        , 33.018           , Acheter    , BINANCE
KSMUSDT           , KSM / Tether USD                                                                , 238.5067       , -0.0558582  , -0.1333       , 238.9044       , 238.5064       , 1.56185952       , Acheter    , HUOBI
KSMUSDT           , Kusama / Tether                                                                 , 275            , 12.24489796 , 30            , 275            , 275            , 1                , Fort achat , BITTREX
KSMUSDTPERP       , KSM / TetherUS PERPETUAL FUTURES                                                , 234.74         , 0.03196045  , 0.075         , 234.822        , 234.685        , 32.2             , Acheter    , BINANCE
KSMUST            , KSM / UST                                                                       , 233.48         , 0.24472972  , 0.57          , 233.48         , 233.48         , 0.04086094       , Acheter    , BITFINEX
KSMXBT            , KSM / XBT                                                                       , 0.004504       , 1.05452098  , 0.000047      , 0.004504       , 0.004474       , 139              , Acheter    , KRAKEN
KTONUSDT          , Darwinia Commitment Token / Tether USD                                          , 189.99998597   , 8.57142055  , 14.99998596   , 189.99998597   , 189.99998597   , 0.00578947       , Acheter    , POLONIEX
LAETH             , LAToken / Ethereum                                                              , 0.00002021     , 0           , 0             , 0.00002021     , 0.00002021     , 8040             , Neutre     , HITBTC
LAMBBTC           , Lambda / Bitcoin                                                                , 6.5e-7         , 1.5625      , 1e-8          , 6.5e-7         , 6.5e-7         , 23222.6308       , Fort achat , BITTREX
LAMBBTC           , Lambda / Bitcoin                                                                , 6.2e-7         , 3.33889816  , 2e-8          , 6.2e-7         , 6.2e-7         , 23.8             , Fort achat , HITBTC
LAMBBTC           , Lambda / Bitcoin                                                                , 6.5e-7         , 0           , 0             , 6.5e-7         , 6.5e-7         , 528.47           , Acheter    , HUOBI
LAMBETH           , Lambda / Ethereum                                                               , 0.00001786     , 0.05602241  , 1e-8          , 0.00001786     , 0.00001786     , 1647             , Acheter    , HUOBI
LAMBHT            , Lambda / Huobi Token                                                            , 0.002411       , -0.08288438 , -0.000002     , 0.002411       , 0.002411       , 72.6167          , Acheter    , HUOBI
LAMBKRW           , LAMB / South Korean Won                                                         , 37.61          , 0.6961178   , 0.26          , 37.61          , 37.58          , 3210             , Acheter    , BITHUMB
LAMBUSD           , Lambda / US Dollar (calculated by TradingView)                                  , 0.0339625      , -0.01033386 , -0.00000351   , 0.03398883     , 0.0339625      , 23223.72575569   , Acheter    , BITTREX
LAMBUSD           , Lambda / US Dollar (calculated by TradingView)                                  , 0.03234275     , -0.01033386 , -0.00000334   , 0.03236783     , 0.03234275     , 24.89495569      , Vendre     , HITBTC
LAMBUSDT          , Lambda / Tether USD                                                             , 0.033976       , 0           , 0             , 0.033982       , 0.033918       , 11578.8384       , Acheter    , HUOBI
LASETH            , LNAsolution Coin / Ethereum                                                     , 0.00000177     , 0           , 0             , 0.00000177     , 0.00000177     , 391              , Vendre     , HITBTC
